"date","steps","floors","rest_hr","exercise_minutes","stand_minutes","walk_hr","run_start_time","run_distance","mi_min_pace","run_duration","run_active_duration","run_avg_hr","max_heartrate","mi_min_max_pace","strava_elev_gain","sleep_start_time","sleep_end_time","sleep_duration","sleep_efficienty","asleep_min","awake_min","time_in_bed","hours_asleep","sleep_start_hour","sleep_end_hour","awake_pct","month","day","week","year","mo_yr","steps_yesterday","steps_7_day_avg","steps_14_day_avg","steps_30_day_avg","steps_100_day_avg","steps_200_day_avg","floors_yesterday","floors7dayAvg","floors14dayAvg","floors30dayAvg","floors100dayAvg","floors200dayAvg","rest_hr_yesterday","rest_hr_7_day_avg","rest_hr_14_day_avg","rest_hr_30_day_avg"
2019-07-07,16967,37,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,205,4,209,NA,NA,NA,0.0195121951219512,"July","Sunday",2019-07-07,2019,"July 2019",7669,9822.14285714286,11860,NA,NA,NA,20,16.5714285714286,39.6428571428571,28,28.7,27.82,62,62,NA,NA
2019-07-07,16967,37,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:29:30","02:44:00",314,98,308,6,314,5.13333333333333,"9pm","2am",0.0194805194805195,"July","Sunday",2019-07-07,2019,"July 2019",16967,10385.1428571429,12571.4285714286,10565.2333333333,NA,NA,37,16.5714285714286,40.5,29.2333333333333,28.76,27.96,64,62.1428571428571,NA,NA
2019-07-08,6740,18,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02:27:00","08:39:00",372,97,360,12,372,6,"2am","8am",0.0333333333333333,"July","Monday",2019-07-07,2019,"July 2019",16967,11343.5714285714,12943.8571428571,10905.3666666667,NA,NA,37,21.2857142857143,42.9285714285714,30.2333333333333,28.72,28.135,64,62.2857142857143,NA,NA
2019-07-09,15671,92,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Tuesday",2019-07-07,2019,"July 2019",6740,11341.1428571429,12858.6428571429,10969.1666666667,NA,NA,18,23.5714285714286,44,30.5333333333333,28.8,28.215,62,62.2857142857143,NA,NA
2019-07-10,4722,13,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:37:00","07:52:00",615,98,598,14,615,9.96666666666667,"9pm","7am",0.0234113712374582,"July","Wednesday",2019-07-07,2019,"July 2019",15671,12694.4285714286,12944.8571428571,11091.1,NA,NA,92,36.4285714285714,49.4285714285714,32.9666666666667,29.72,28.665,63,62.5714285714286,NA,NA
2019-07-11,10439,13,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:05:00","08:30:30",565,92,520,45,565,8.66666666666667,"11pm","8am",0.0865384615384615,"July","Thursday",2019-07-07,2019,"July 2019",4722,11414.8571428571,11567.1428571429,10848.7333333333,NA,NA,13,35.1428571428571,48.4285714285714,32.5333333333333,29.81,28.575,63,62.8571428571429,NA,NA
2019-07-12,9215,2,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:51:30","08:42:00",470,95,448,22,470,7.46666666666667,"12am","8am",0.0491071428571429,"July","Friday",2019-07-07,2019,"July 2019",10439,11310.7142857143,10426.7142857143,11039.6666666667,NA,NA,13,32.8571428571429,24,32.8666666666667,29.57,28.485,64,63.1428571428571,62.6428571428571,NA
2019-07-13,17207,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Saturday",2019-07-07,2019,"July 2019",9215,11531.5714285714,10676.8571428571,11067.6333333333,NA,NA,2,30.2857142857143,23.4285714285714,32.4666666666667,29.23,28.34,64,63.4285714285714,62.7142857142857,NA
2019-07-14,11419,16,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Sunday",2019-07-14,2019,"July 2019",17207,11565.8571428571,10975.5,11379.5333333333,NA,NA,34,29.8571428571429,23.2142857142857,32.6,29.15,28.405,NA,NA,NA,NA
2019-07-15,12003,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Monday",2019-07-14,2019,"July 2019",11419,10773.2857142857,11058.4285714286,11707.2333333333,NA,NA,16,26.8571428571429,24.0714285714286,32.9,28.85,28.475,65,NA,NA,NA
2019-07-16,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,183,14,197,NA,NA,NA,0.0765027322404372,"July","Tuesday",2019-07-14,2019,"July 2019",12003,11525.1428571429,11433.1428571429,11826.5333333333,NA,NA,15,26.4285714285714,25,32.8333333333333,28.86,28.345,NA,NA,NA,NA
2019-07-17,826,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,66,0,66,NA,NA,NA,0,"July","Wednesday",2019-07-14,2019,"July 2019",NA,NA,NA,NA,NA,NA,0,13.2857142857143,24.8571428571429,32.5,28.32,28.325,NA,NA,NA,NA
2019-07-17,826,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,92,0,92,NA,NA,NA,0,"July","Wednesday",2019-07-14,2019,"July 2019",826,NA,NA,NA,NA,NA,4,12,23.5714285714286,32.5666666666667,28.25,28.33,NA,NA,NA,NA
2019-07-18,6440,9,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Thursday",2019-07-14,2019,"July 2019",826,NA,NA,NA,NA,NA,4,10.7142857142857,21.7857142857143,32.6666666666667,27.84,28.275,NA,NA,NA,NA
2019-07-19,17350,15,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19:32:00","08:12:30",760,94,711,49,760,11.85,"7pm","8am",0.0689170182841069,"July","Friday",2019-07-14,2019,"July 2019",6440,NA,NA,NA,NA,NA,9,11.7142857142857,21,31.4,27.7,28.205,64,NA,NA,NA
2019-07-20,6564,7,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:10:00","07:59:00",529,97,512,17,529,8.53333333333333,"11pm","7am",0.033203125,"July","Saturday",2019-07-14,2019,"July 2019",17350,NA,NA,NA,NA,NA,15,9,19.4285714285714,29.5333333333333,27.33,28.12,63,NA,NA,NA
2019-07-21,20069,9,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Sunday",2019-07-21,2019,"July 2019",6564,NA,NA,NA,NA,NA,7,7.71428571428571,17.2857142857143,29.0333333333333,26.89,27.995,63,NA,NA,NA
2019-07-22,10293,12,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,121,0,122,NA,NA,NA,0,"July","Monday",2019-07-21,2019,"July 2019",20069,NA,NA,NA,NA,NA,9,6.85714285714286,16.6428571428571,28.5,26.72,27.88,63,NA,NA,NA
2019-07-22,10293,12,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:43:00","06:24:30",521,97,507,14,521,8.45,"9pm","6am",0.0276134122287968,"July","Monday",2019-07-21,2019,"July 2019",10293,8909.71428571429,NA,NA,NA,NA,12,8.57142857142857,10.9285714285714,28.8,26.84,27.745,64,NA,NA,NA
2019-07-23,12545,14,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:13:00","10:19:30",666,96,637,28,666,10.6166666666667,"11pm","10am",0.043956043956044,"July","Tuesday",2019-07-21,2019,"July 2019",10293,10262.1428571429,NA,NA,NA,NA,12,9.71428571428571,10.8571428571429,29.1,26.92,27.61,64,NA,NA,NA
2019-07-24,12863,29,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,11,118,NA,NA,NA,0.11,"July","Wednesday",2019-07-21,2019,"July 2019",12545,11936.2857142857,NA,NA,NA,NA,14,11.1428571428571,10.9285714285714,29.0333333333333,26.55,27.67,64,63.5714285714286,NA,NA
2019-07-24,12863,29,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:05:00","09:58:00",533,92,491,42,533,8.18333333333333,"1am","9am",0.0855397148676171,"July","Wednesday",2019-07-21,2019,"July 2019",12863,12853.8571428571,NA,NA,NA,NA,29,14,12.8571428571429,29.1,26.35,27.8,64,63.5714285714286,NA,NA
2019-07-25,6727,9,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:14:00","13:20:00",906,96,869,32,906,14.4833333333333,"10pm","1pm",0.0368239355581128,"July","Thursday",2019-07-21,2019,"July 2019",12863,12212.8571428571,NA,NA,NA,NA,29,16,12.5,18.2333333333333,26.3,27.865,64,63.7142857142857,NA,NA
2019-07-26,5197,4,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,143,7,157,NA,NA,NA,0.048951048951049,"July","Friday",2019-07-21,2019,"July 2019",6727,12236.1428571429,NA,NA,NA,NA,9,16.2857142857143,12,18.2,25.92,27.67,64,63.8571428571429,NA,NA
2019-07-26,5197,4,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:16:00","11:04:30",648,93,596,42,648,9.93333333333333,"12am","11am",0.0704697986577181,"July","Friday",2019-07-21,2019,"July 2019",5197,10111.5714285714,NA,NA,NA,NA,4,15.5714285714286,11.2142857142857,17.1,25.58,27.37,64,64,NA,NA
2019-07-27,420,0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:24:00","09:38:30",674,93,617,49,674,10.2833333333333,"10pm","9am",0.0794165316045381,"July","Saturday",2019-07-21,2019,"July 2019",5197,9383.57142857143,9146.64285714286,NA,NA,NA,4,14.4285714285714,11.5,17.1,25.53,27.08,64,64,NA,NA
2019-07-28,8488,22,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:08:30","08:22:30",614,93,573,41,614,9.55,"10pm","8am",0.0715532286212914,"July","Sunday",2019-07-28,2019,"July 2019",420,7973.14285714286,9117.64285714286,NA,NA,NA,0,12.7142857142857,11.2142857142857,17.0333333333333,25.28,27.005,63,63.8571428571429,NA,NA
2019-07-29,1333,2,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","Monday",2019-07-28,2019,"July 2019",8488,7393.57142857143,9664.92857142857,NA,NA,NA,22,13.8571428571429,12.5,17.7,25.05,27.1,64,63.8571428571429,63.7142857142857,NA
2019-07-30,10929,12,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:22:30","09:26:00",603,95,568,32,603,9.46666666666667,"11pm","9am",0.0563380281690141,"July","Tuesday",2019-07-28,2019,"July 2019",1333,5746.42857142857,9300.14285714286,NA,NA,NA,2,10,12,17.0333333333333,24.62,27.09,63,63.7142857142857,63.6428571428571,NA
2019-07-31,9136,17,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:56:30","09:02:00",605,94,567,38,605,9.45,"10pm","9am",0.0670194003527337,"July","Wednesday",2019-07-28,2019,"July 2019",10929,5470.14285714286,8841.5,NA,NA,NA,12,7.57142857142857,11.7857142857143,16.4666666666667,24.29,26.94,63,63.5714285714286,63.6428571428571,NA
2019-07-31,9136,17,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:56:30","09:02:00",605,94,567,38,605,9.45,"10pm","9am",0.0670194003527337,"July","Wednesday",2019-07-28,2019,"July 2019",9136,5814.28571428571,9025.21428571429,NA,NA,NA,17,8.71428571428571,12.5,16.3666666666667,24.18,26.775,62,63.2857142857143,63.5714285714286,NA
2019-08-01,12232,6,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:59:30","09:55:30",656,95,623,33,656,10.3833333333333,"10pm","9am",0.0529695024077047,"August","Thursday",2019-07-28,2019,"August 2019",9136,6377,8244.28571428571,NA,NA,NA,17,10.5714285714286,13.0714285714286,15.7,24.07,26.63,62,63,63.5,NA
2019-08-02,12292,6,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:34:30","08:46:00",551,92,508,43,551,8.46666666666667,"11pm","8am",0.0846456692913386,"August","Friday",2019-07-28,2019,"August 2019",12232,7382,8382.78571428571,NA,NA,NA,6,10.8571428571429,12.6428571428571,14.6666666666667,23.7,26.575,63,62.8571428571429,63.4285714285714,NA
2019-08-03,7287,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:56:00","09:14:00",618,97,597,21,618,9.95,"10pm","9am",0.0351758793969849,"August","Saturday",2019-07-28,2019,"August 2019",12292,9078,8525.57142857143,NA,NA,NA,6,11.7142857142857,12.2142857142857,14.2666666666667,23.33,26.425,64,63,63.4285714285714,NA
2019-08-04,521,2,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:07:00","10:08:00",721,93,670,51,721,11.1666666666667,"10pm","10am",0.0761194029850746,"August","Sunday",2019-08-04,2019,"August 2019",7287,8906.42857142857,8150,NA,NA,NA,0,8.57142857142857,11.2142857142857,11.2,22.87,26.415,66,63.2857142857143,63.5714285714286,NA
2019-08-05,5477,6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August","Monday",2019-08-04,2019,"August 2019",521,8790.42857142857,7268.42857142857,NA,NA,NA,2,8.57142857142857,9.28571428571429,10.8333333333333,22.88,26.405,68,64,63.8571428571429,NA
2019-08-06,3841,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,89,14,103,NA,NA,NA,0.157303370786517,"August","Tuesday",2019-08-04,2019,"August 2019",5477,8011.57142857143,6740.85714285714,NA,NA,NA,6,7.71428571428571,7.64285714285714,10.6,22.84,26.415,68,64.7142857142857,64.1428571428571,NA
2019-08-06,3841,1,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:53:00","09:09:30",556,94,521,35,556,8.68333333333333,"11pm","9am",0.0671785028790787,"August","Tuesday",2019-08-04,2019,"August 2019",3841,7255.14285714286,6534.71428571429,NA,NA,NA,1,5.42857142857143,7.07142857142857,10.5666666666667,22.41,26.345,67,65.4285714285714,64.3571428571429,NA
2019-08-07,8837,15,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:36:00","07:39:00",603,94,568,35,603,9.46666666666667,"9pm","7am",0.0616197183098592,"August","Wednesday",2019-08-04,2019,"August 2019",3841,6498.71428571429,6437.85714285714,NA,NA,NA,1,3.14285714285714,6.85714285714286,9.46666666666667,22.15,26.145,67,66.1428571428571,64.5714285714286,NA
2019-08-08,7390,12,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:43:00","07:14:30",511,95,485,26,511,8.08333333333333,"10pm","7am",0.0536082474226804,"August","Thursday",2019-08-04,2019,"August 2019",8837,6013.71428571429,6697.85714285714,NA,NA,NA,15,4.42857142857143,7.64285714285714,9.43333333333333,21.86,25.965,67,66.7142857142857,64.7857142857143,NA
2019-08-09,9994,31,66,NA,NA,NA,"12:25:02",1.34305,8.11585570157477,20.2,10.9,154,NA,NA,NA,"22:20:00","06:39:30",499,95,472,27,499,7.86666666666667,"10pm","6am",0.0572033898305085,"August","Friday",2019-08-04,2019,"August 2019",7390,5313.42857142857,7195.71428571429,NA,NA,NA,12,5.28571428571429,8.5,9.33333333333333,21.64,25.9,67,67.1428571428571,65.0714285714286,NA
2019-08-10,9875,4,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:32:30","07:38:00",545,96,523,22,545,8.71666666666667,"10pm","7am",0.0420650095602294,"August","Saturday",2019-08-04,2019,"August 2019",9994,5700.14285714286,7303.28571428571,7973.56666666667,NA,NA,31,9.71428571428571,9.14285714285714,10.3666666666667,21.57,25.98,66,67.1428571428571,65.2142857142857,NA
2019-08-11,9997,17,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August","Sunday",2019-08-11,2019,"August 2019",9875,7036.42857142857,7913.42857142857,8275.2,NA,NA,4,10,9.28571428571429,10.3666666666667,21.56,25.975,68,67.1428571428571,65.5714285714286,NA
2019-08-12,11088,29,66,NA,NA,NA,"10:43:16",1.60064,8.23628881780621,24.6,13.1833333333333,159,NA,NA,NA,NA,NA,NA,91,58,6,64,NA,NA,NA,0.103448275862069,"August","Monday",2019-08-11,2019,"August 2019",9997,7682.14285714286,7846.85714285714,8580.9,NA,NA,17,11.5714285714286,9.64285714285714,10.8,21.62,26.035,68,67.1428571428571,65.9285714285714,64.7
2019-08-12,11088,29,66,NA,NA,NA,"10:43:16",1.60064,8.23628881780621,24.6,13.1833333333333,159,NA,NA,NA,"20:57:00","07:12:00",615,93,565,44,615,9.41666666666667,"8pm","7am",0.0778761061946903,"August","Monday",2019-08-11,2019,"August 2019",11088,8717.42857142857,7986.28571428571,8735.83333333333,NA,NA,29,15.5714285714286,10.5,11.4666666666667,21.54,26.16,66,67,66.2142857142857,64.7666666666667
2019-08-13,9426,24,66,NA,NA,NA,"11:21:08",1.859752,8.15520922502929,25.1666666666667,15.1666666666667,162,NA,NA,NA,"23:16:00","07:14:30",478,91,432,44,478,7.2,"11pm","7am",0.101851851851852,"August","Tuesday",2019-08-11,2019,"August 2019",11088,9752.71428571429,8125.71428571429,8527.1,NA,NA,29,19.5714285714286,11.3571428571429,11.9333333333333,21.51,26.285,66,66.8571428571429,66.5,64.8666666666667
2019-08-14,5336,2,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:07:30","07:04:30",537,96,513,24,537,8.55,"10pm","7am",0.0467836257309941,"August","Wednesday",2019-08-11,2019,"August 2019",9426,9836.85714285714,7925.28571428571,8622.5,NA,NA,24,20.8571428571429,12.6428571428571,12.5,21.53,26.225,66,66.7142857142857,66.7142857142857,64.9666666666667
2019-08-15,9130,27,65,NA,NA,NA,"12:24:51",2.533225,8.24377358242293,NA,20.8833333333333,158,NA,NA,NA,"21:33:30","05:53:00",499,90,448,51,499,7.46666666666667,"9pm","5am",0.113839285714286,"August","Thursday",2019-08-11,2019,"August 2019",5336,9543.42857142857,7428.42857142857,8131.4,NA,NA,2,19.4285714285714,12.3571428571429,12.2666666666667,21.13,26.025,66,66.5714285714286,66.8571428571429,65.0666666666667
2019-08-16,18719,38,65,NA,NA,NA,"10:09:10",1.897525,8.09826835834398,25.4333333333333,15.3666666666667,158,NA,NA,NA,"21:13:00","06:11:30",538,96,515,22,538,8.58333333333333,"9pm","6am",0.0427184466019417,"August","Friday",2019-08-11,2019,"August 2019",9130,9420,7560.07142857143,8092.63333333333,NA,NA,27,18.8571428571429,14.2857142857143,12.7666666666667,21.27,25.95,65,66.4285714285714,66.7857142857143,65.1
2019-08-17,10174,3,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:56:00","06:40:30",404,98,394,10,404,6.56666666666667,"11pm","6am",0.0253807106598985,"August","Saturday",2019-08-11,2019,"August 2019",18719,10683.4285714286,8859.92857142857,8373.5,NA,NA,38,23.7142857142857,16.8571428571429,13.6333333333333,21.49,26.055,65,66,66.5714285714286,65.1333333333333
2019-08-18,4700,18,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:24:30","08:25:30",601,97,582,19,601,9.7,"10pm","8am",0.0326460481099656,"August","Sunday",2019-08-18,2019,"August 2019",10174,10708.7142857143,9195.42857142857,8294.46666666667,NA,NA,3,21.7142857142857,16.6428571428571,13.2666666666667,21.42,25.935,67,65.8571428571429,66.5,65.2333333333333
2019-08-19,14617,35,65,NA,NA,NA,"08:10:26",2.21302,8.07343208225261,31.1666666666667,17.8666666666667,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August","Monday",2019-08-18,2019,"August 2019",4700,9796.14285714286,9256.78571428571,8022.36666666667,NA,NA,18,20.1428571428571,17.8571428571429,12.9,21.01,25.8,65,65.7142857142857,66.3571428571429,65.2666666666667
2019-08-20,7790,19,63,NA,NA,NA,"12:36:58",2.358969812,8.91243067218758,27.65,21.325,150.35,178,4.96710287764138,130.905516,"20:14:30","06:22:30",608,92,556,51,608,9.26666666666667,"8pm","6am",0.091726618705036,"August","Tuesday",2019-08-18,2019,"August 2019",14617,10300.2857142857,10026.5,8080.83333333333,NA,NA,35,21,20.2857142857143,13.1,20.96,25.96,65,65.5714285714286,66.2142857142857,65.3
2019-08-21,7630,16,62,NA,NA,NA,"07:52:13",2.2626075903,8.62169365000989,25.7,19.7416666666667,155.55,181,5.06082179986103,128.280844,"21:57:00","06:18:30",501,96,483,18,501,8.05,"9pm","6am",0.0372670807453416,"August","Wednesday",2019-08-18,2019,"August 2019",7790,10066.5714285714,9951.71428571429,8116.26666666667,NA,NA,19,20.2857142857143,20.5714285714286,13.4333333333333,20.84,26.035,63,65.1428571428571,65.9285714285714,65.2666666666667
2019-08-22,10329,16,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:49:30","06:09:30",500,94,468,32,500,7.8,"9pm","6am",0.0683760683760684,"August","Thursday",2019-08-18,2019,"August 2019",7630,10394.2857142857,9968.85714285714,8197.36666666667,NA,NA,16,22.2857142857143,20.8571428571429,13.8333333333333,20.5,26.01,62,64.5714285714286,65.5714285714286,65.2
2019-08-23,11501,26,62,NA,NA,NA,"10:21:17",2.16991445905,8.27444330160552,20.6666666666667,18.0166666666667,164.6,181,4.96710287764138,95.14436,"22:46:30","06:20:30",454,96,433,20,454,7.21666666666667,"10pm","6am",0.046189376443418,"August","Friday",2019-08-18,2019,"August 2019",10329,10565.5714285714,9992.78571428571,8368.43333333333,NA,NA,16,20.7142857142857,19.7857142857143,14.2333333333333,20.16,25.855,62,64.1428571428571,65.2857142857143,65.1333333333333
2019-08-24,4263,3,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22:02:00","08:39:30",637,94,597,40,637,9.95,"10pm","8am",0.067001675041876,"August","Saturday",2019-08-18,2019,"August 2019",11501,9534.42857142857,10108.9285714286,8737.8,NA,NA,26,19,21.3571428571429,15.1,20.08,25.835,62,63.7142857142857,64.8571428571429,65.1
2019-08-25,6267,12,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21:50:00","09:20:30",690,96,662,28,690,11.0333333333333,"9pm","9am",0.0422960725075529,"August","Sunday",2019-08-25,2019,"August 2019",4263,8690,9699.35714285714,8596.96666666667,NA,NA,3,19,20.3571428571429,14.4666666666667,20.06,25.64,61,62.8571428571429,64.3571428571429,65
2019-08-26,7459,19,58,NA,NA,NA,"08:10:11",2.33420811855,8.44404478843263,24.9333333333333,19.85,150.2,175,4.78970634629705,115.485568,"22:37:30","06:22:00",464,97,450,13,464,7.5,"10pm","6am",0.0288888888888889,"August","Monday",2019-08-25,2019,"August 2019",6267,8913.85714285714,9355,8761.43333333333,NA,NA,12,18.1428571428571,19.1428571428571,14.8,20.15,25.54,59,62,63.8571428571429,64.8666666666667
2019-08-27,13918,27,58,NA,NA,NA,"07:27:31",2.27151176235,8.60394205416667,24.15,19.6833333333333,154,173,5.06082179986103,103.018376,"22:05:00","06:29:00",504,98,488,11,504,8.13333333333333,"10pm","6am",0.0225409836065574,"August","Tuesday",2019-08-25,2019,"August 2019",7459,7891.28571428571,9095.78571428571,8645.76666666667,NA,NA,19,15.8571428571429,18.4285714285714,15.0333333333333,20.16,25.495,58,61,63.2857142857143,64.7
2019-08-28,15814,41,59,NA,NA,NA,"07:41:08",2.34930756975,8.27803550235388,23.2,19.5666666666667,159.3,178,5.06082179986103,162.729664,"22:05:00","06:19:00",494,97,478,13,494,7.96666666666667,"10pm","6am",0.0271966527196653,"August","Wednesday",2019-08-25,2019,"August 2019",13918,8766.71428571429,9416.64285714286,8805.16666666667,NA,NA,27,17,18.6428571428571,15.3666666666667,19.87,25.51,58,60.2857142857143,62.7142857142857,64.5666666666667
2019-08-29,13627,37,59,NA,NA,NA,"08:37:18",2.49039335115,8.99847651963824,28.9666666666667,22.7916666666667,153.8,179,4.96710287764138,181.758536,"22:06:00","06:22:30",496,96,477,19,496,7.95,"10pm","6am",0.039832285115304,"August","Thursday",2019-08-25,2019,"August 2019",15814,9935.85714285714,10165.0714285714,9027.76666666667,NA,NA,41,20.5714285714286,21.4285714285714,16.1666666666667,19.81,25.495,59,59.8571428571429,62.2142857142857,64.4666666666667
2019-08-30,17666,33,60,NA,NA,NA,"07:31:54",2.36803228905,8.66133048085938,25.8,20.6916666666667,147.5,173,5.25928539985558,170.275596,"21:19:00","06:25:30",546,95,520,25,546,8.66666666666667,"9pm","6am",0.0480769230769231,"August","Friday",2019-08-25,2019,"August 2019",13627,10407,10486.2857142857,9074.26666666667,NA,NA,37,23.5714285714286,22.1428571428571,17.2,19.79,25.595,59,59.4285714285714,61.7857142857143,64.3333333333333
2019-08-31,17628,30,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02:08:00","07:53:30",345,98,337,6,345,5.61666666666667,"2am","7am",0.0178041543026706,"August","Saturday",2019-08-25,2019,"August 2019",17666,11287.7142857143,10411.0714285714,9253.4,NA,NA,33,24.5714285714286,21.7857142857143,18.1,19.73,25.485,60,59.1428571428571,61.4285714285714,64.2
2019-09-01,13323,21,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23:54:30","08:54:30",540,96,513,21,540,8.55,"11pm","8am",0.0409356725146199,"September","Sunday",2019-09-01,2019,"September 2019",17628,13197,10943.5,9598.1,NA,NA,30,28.4285714285714,23.7142857142857,19.1,19.63,25.36,59,58.8571428571429,60.8571428571429,63.9666666666667
2019-09-02,5193,4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,95,2,97,NA,NA,NA,0.0210526315789474,"September","Monday",2019-09-01,2019,"September 2019",13323,14205,11559.4285714286,10024.8333333333,NA,NA,21,29.7142857142857,23.9285714285714,19.7333333333333,19.63,25.22,59,58.8571428571429,60.4285714285714,63.6666666666667
2019-09-02,5193,4,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01:04:30","07:44:30",400,98,391,6,400,6.51666666666667,"1am","7am",0.0153452685421995,"September","Monday",2019-09-01,2019,"September 2019",5193,13881.2857142857,10886.2857142857,10015.3666666667,NA,NA,4,27.5714285714286,21.7142857142857,19.6666666666667,19.58,25.16,56,58.5714285714286,59.7857142857143,63.2666666666667
2019-09-03,13136,40,57,NA,NA,NA,"07:54:32",2.33848943975,8.60682614087691,24.4833333333333,20.25,150.7,174,5.25928539985558,169.291344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September","Tuesday",2019-09-01,2019,"September 2019",5193,12634.8571428571,10700.7857142857,10060.4333333333,NA,NA,4,24.2857142857143,20.6428571428571,19.7666666666667,19.62,25.16,56,58.2857142857143,59.2857142857143,62.9
